number,incident_state,knowledge,vendor,product,country,summary
INC0005489,Active,True,Emerald,Frog,Thailand,"Incident INC0005489, related to the Emerald Frog product in Thailand, was opened on 10/3/2016 with medium impact and urgency, resulting in a moderate priority level. The incident met its SLA, was resolved on 15/3/2016, and closed on 24/3/2016. The incident is currently marked as active and includes documented knowledge."
INC0016375,New,False,Emerald,Frog,Australia,"Incident INC0016375, related to the Emerald vendor's Frog product in Australia, was opened on 7/4/2016 at 09:25 with medium impact and urgency, assigned a moderate priority. The incident met the SLA, was resolved on 12/5/2016 at 14:37, and closed on 17/5/2016 at 15:07. The incident is currently in a New state and has no associated knowledge base article."
INC0005627,Resolved,True,Emerald,Frog,Nigeria,"Incident INC0005627, related to the Emerald Frog product in Nigeria, was a medium-impact, medium-urgency issue with moderate priority. It was opened on October 3, 2016, at 18:03, resolved by March 11, 2016, at 11:27, and closed on March 24, 2016, at 18:51. The incident met the SLA and knowledge documentation was created. The incident state is resolved."
INC0005845,Resolved,False,Ruby,LadyBug,Malaysia,"Incident INC0005845, impacting medium priority systems, was opened on 11/3/2016 at 10:07 in Malaysia involving the Ruby vendor's LadyBug product. The incident was resolved promptly by 10:16 the same day, meeting SLA requirements, and was closed on 24/3/2016. The issue had medium impact and urgency, with a moderate priority level, and no knowledge article was created."
INC0012304,New,False,Emerald,Croc,Ukraine,"Incident INC0012304, related to the product Croc by vendor Emerald in Ukraine, was opened on 29/03/2016 with medium impact and urgency, assigned a moderate priority. The incident met its SLA, was resolved on 15/04/2016, and closed on 20/04/2016. The incident is currently in a new state, and no knowledge article was created."
INC0001848,Closed,True,Sapphire,BlueTang,Peru,"Incident INC0001848, related to the Sapphire BlueTang product in Peru, was opened on 3/3/2016 at 11:31 with medium impact and urgency, and moderate priority. The incident was resolved promptly (by 11:35 the same day), met its SLA, and was closed on 8/3/2016. Knowledge documentation was created."
INC0000126,New,True,Sapphire,BlueJay,Spain,"Incident INC0000126 was opened on 29/2/2016 at 09:31 in Spain involving the BlueJay product from vendor Sapphire. It was classified with medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved on 2/3/2016 at 14:57, and closed on 7/3/2016 at 15:00. Knowledge resources were utilized during the process. The current state of the incident is New."
INC0018666,New,False,Ruby,Fox,Philippines,"Incident INC0018666, categorized as medium impact and urgency with moderate priority, was opened on April 13, 2016, at 13:10 in the Philippines. The issue involved the product ""Fox"" from vendor Ruby. It was resolved within 6 minutes and subsequently closed on April 18, 2016, at 14:07. The incident met the SLA requirements and is currently in a new state with no related knowledge articles."
INC0020128,Resolved,False,Emerald,Croc,Austria,"Incident INC0020128, related to the Emerald Croc product in Austria, was opened on 18/4/2016 at 06:43 with medium impact and urgency, and a moderate priority. The incident met its SLA, was resolved the same day at 12:01, and subsequently closed on 23/4/2016 at 12:07. The incident is now resolved, and no knowledge article was created."
INC0008870,Awaiting User Info,False,Emerald,Boa,Pakistan,"Incident INC0008870, related to the product Boa from vendor Emerald in Pakistan, was opened on 18/03/2016 at 15:07 with a medium impact and urgency, resulting in a moderate priority. The incident is currently awaiting user information. It met the SLA requirements, was resolved on 22/11/2016 at 13:44, and closed on 27/11/2016 at 14:00. No knowledge article was created for this case."
INC0018306,Active,False,Emerald,Turtle,Bolivia,"Incident INC0018306, related to the product Turtle from vendor Emerald in Bolivia, was opened on 12/4/2016 at 16:08 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved promptly by 16:15 the same day, meeting the SLA, and was closed on 17/4/2016 at 17:07. The incident remains active, and no knowledge article has been created."
INC0000064,Active,True,Sapphire,BlueTang,Egypt,"Incident INC0000064, related to the Sapphire BlueTang product in Egypt, was opened on 29/2/2016 with a medium impact and urgency, resulting in a moderate priority. The incident was active, met the SLA, and had knowledge documentation available. It was resolved on 3/3/2016 and closed on 8/3/2016."
INC0009772,Active,False,Ruby,Ant,South Korea,"Incident INC0009772 involves a medium-impact and medium-urgency issue with moderate priority related to the Ant product by vendor Ruby in South Korea. The incident was opened on March 22, 2016, at 08:06, resolved the same day at 16:33, and subsequently closed on March 27, 2016, at 16:59. The service level agreement was met, and no knowledge base article was created. The incident is currently active."
INC0006965,Active,False,Ruby,Shrimp,Argentina,"Incident INC0006965, involving the Ruby vendor's Shrimp product in Argentina, was opened on 15/3/2016 at 06:05 with medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved by 16/3/2016 at 16:45, and closed on 24/3/2016 at 19:00. The incident remains active and has no associated knowledge articles."
INC0011668,Resolved,False,Sapphire,Peacock,Germany,"Incident INC0011668, related to the Peacock product by vendor Sapphire in Germany, was opened on 28/03/2016 at 08:34 with medium impact and urgency, and moderate priority. The incident was resolved by 10:36 the same day, meeting the SLA, and was closed on 02/04/2016. The incident state is resolved, and no knowledge article was created."
INC0029044,Resolved,False,Emerald,Frog,Turkey,"Incident INC0029044, related to the Frog product by vendor Emerald in Turkey, was a medium impact and urgency issue (priority 3 - Moderate). It was opened on 12/5/2016 at 22:20 and resolved quickly by 22:22 the same day, meeting the SLA. The incident was eventually closed on 17/5/2016 at 23:07. Knowledge was not documented for this case."
INC0025189,Closed,False,Ruby,LadyBug,Nigeria,"Incident INC0025189, related to the Ruby vendor's LadyBug product in Nigeria, was a medium impact and urgency issue with moderate priority. It was opened on March 5, 2016, and resolved on May 9, 2016, but did not meet the SLA. The incident was closed on May 14, 2016, and no internal knowledge article was created."
INC0025628,Closed,False,Emerald,Turtle,Malaysia,"Incident INC0025628, involving the Turtle product from vendor Emerald in Malaysia, was a medium-impact and medium-urgency issue with moderate priority. It was opened on April 5, 2016, at 01:33 and resolved the same day by 03:02, meeting the SLA. The incident was closed on May 9, 2016, and did not result in knowledge base documentation."
INC0020806,Active,False,Ruby,LadyBug,Ireland,"Incident INC0020806, related to the LadyBug product by vendor Ruby in Ireland, was opened on 19/4/2016 due to a high-impact (1) and medium-urgency (2) issue, resulting in a high priority (2). The incident was active and met the SLA, resolved on 20/4/2016, and subsequently closed on 25/4/2016. No knowledge base article was created."
INC0000661,Resolved,True,Emerald,Turtle,Malaysia,"Incident INC0000661, classified as high impact and urgency with critical priority, was reported on 1/3/2016 at 11:51 in Malaysia involving the Emerald vendor's Turtle product. The incident was resolved the same day at 17:44, met the SLA, and was closed on 6/3/2016. Knowledge resources were documented for this case."
INC0006104,New,False,Sapphire,Peacock,Pakistan,"Incident INC0006104 was opened on 11/3/2016 with a medium impact and urgency, assigned a moderate priority. The incident, involving the Peacock product from vendor Sapphire in Pakistan, met its SLA. It was resolved on 24/3/2016 and closed on 29/3/2016. The incident is currently in a new state and has no associated knowledge articles."
INC0007521,Awaiting User Info,False,Ruby,Ant,Belgium,"Incident INC0007521, related to the Ruby vendor's Ant product in Belgium, was opened on 16/03/2016 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA but is currently awaiting user information. It was resolved on 29/03/2016 and closed on 03/04/2016."
INC0024793,Closed,False,Sapphire,Peacock,Belgium,"Incident INC0024793, related to the Sapphire Peacock product in Belgium, was a medium impact and medium urgency issue with moderate priority. It was opened on 2 May 2016 at 10:28 and resolved on 16 May 2016 at 15:08, then closed on 21 May 2016 at 15:10. The incident did not meet the SLA and no knowledge article was created. The incident state is closed."
INC0009643,Closed,False,Ruby,Ant,Chile,"Incident INC0009643, related to the Ruby vendor's Ant product in Chile, was opened on 21/03/2016 and closed on 02/04/2016. It had a medium impact and urgency, with a moderate priority. The incident did not meet the SLA and was resolved on 28/03/2016. Knowledge documentation was not created."
INC0024196,Closed,False,Sapphire,Peacock,Czech Republic,"Incident INC0024196, categorized with medium impact and urgency and moderate priority, was opened on 29/4/2016 for the Peacock product supported by vendor Sapphire in the Czech Republic. The incident met its SLA and was resolved on 2/5/2016, then closed on 7/5/2016. Knowledge documentation was not created for this case."
INC0013948,Closed,False,Sapphire,Peacock,Canada,"Incident INC0013948, related to the Peacock product by vendor Sapphire in Canada, was a medium-impact and medium-urgency issue with moderate priority. It was opened on April 1, 2016, at 10:09, resolved the same day by 12:28, and closed on April 6, 2016, at 12:59. The incident met the SLA requirements and is now closed."
INC0026813,Resolved,False,Emerald,Boa,Philippines,"Incident INC0026813, related to the Boa product from vendor Emerald in the Philippines, was a medium impact and urgency issue with moderate priority. It was opened on June 5, 2016, at 11:18 and resolved by May 9, 2016, at 09:54, meeting the SLA requirements. The incident was closed on May 14, 2016. No knowledge article was created for this case."
INC0000780,Active,True,Emerald,Frog,Ukraine,"Incident INC0000780, related to the Frog product by vendor Emerald in Ukraine, was opened on 1/3/2016 at 14:57 with a medium impact and urgency, resulting in a moderate priority. The incident was active, met the SLA, and had associated knowledge. It was resolved the same day at 17:19 and subsequently closed on 6/3/2016 at 18:00."
INC0012550,Resolved,False,Emerald,Croc,Greece,"Incident INC0012550, related to the Emerald vendor's Croc product in Greece, was opened on 29/3/2016 and resolved by 4/4/2016. It had a medium impact and urgency, with a moderate priority. The incident met the SLA and is now closed as of 9/4/2016."
INC0005059,New,True,Sapphire,BlueTang,Vietnam,"Incident INC0005059, related to the BlueTang product from vendor Sapphire in Vietnam, was opened on 9/3/2016 with a medium impact and urgency, and moderate priority. The incident met the SLA requirements, was resolved on 21/3/2016, and closed on 26/3/2016. The incident state is currently new and includes knowledge documentation."
INC0005556,Active,True,Ruby,Ant,Switzerland,"Incident INC0005556, related to the Ruby vendor's Ant product in Switzerland, is currently active with a medium impact and urgency level, resulting in a moderate priority. The incident met its SLA and has associated knowledge documentation. It was initially opened on October 3, 2016, at 16:07, resolved on April 1, 2016, at 14:02, and subsequently closed on April 6, 2016, at 14:59."
INC0010655,Active,False,Emerald,Frog,Portugal,"Incident INC0010655, related to the Emerald Frog product in Portugal, was opened on 23/3/2016 and had a medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved on 28/3/2016, and closed on 2/4/2016. The incident state is currently active, and no knowledge article was created."
INC0021371,Closed,False,Ruby,LadyBug,United Arab Emirates,"Incident INC0021371, related to the LadyBug product by vendor Ruby in the United Arab Emirates, was opened on 20/4/2016 at 14:13 with a medium impact and urgency, resulting in a moderate priority. The issue was resolved quickly by 14:18 the same day, met the SLA, and was subsequently closed on 25/4/2016 at 15:07. The incident is now closed and no knowledge article was created."
INC0026706,New,False,Sapphire,Glaucus,Italy,"Incident INC0026706, with medium impact and urgency (priority 3 - moderate), was opened on June 5, 2016, at 09:13 in Italy. The issue involved the Glaucus product from vendor Sapphire. The incident met its SLA, was resolved the same day at 11:00, and closed on November 5, 2016, at 11:07. The incident is currently in a New state and has no associated knowledge article."
INC0000877,New,True,Sapphire,Glaucus,Chile,"Incident INC0000877, classified as high impact and urgency with critical priority, was opened on March 1, 2016, in Chile involving the Sapphire vendor's Glaucus product. The incident met its SLA, was resolved by March 2, and closed on March 7, 2016."
INC0020627,Active,False,Sapphire,BlueJay,Denmark,"Incident INC0020627, related to the Sapphire BlueJay product in Denmark, was opened on April 18, 2016, with a medium impact and urgency, resulting in a moderate priority. The incident was active and met the SLA. It was resolved on June 17, 2016, and closed on June 22, 2016. No knowledge article was created."
INC0006239,Active,False,Ruby,LadyBug,Brazil,"Incident INC0006239, related to the LadyBug product by vendor Ruby in Brazil, was opened on 11/3/2016 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 18/3/2016, and closed on 24/3/2016. The incident is currently active and does not have associated knowledge documentation."
INC0016945,Active,False,Emerald,Turtle,Singapore,"Incident INC0016945, related to the Turtle product from vendor Emerald in Singapore, was opened on 8/4/2016. It had a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 14/4/2016, and closed on 19/4/2016. The incident is currently marked as active, and no knowledge article was created."
INC0007101,Resolved,False,Sapphire,Glaucus,Denmark,"Incident INC0007101, related to the Sapphire Glaucus product in Denmark, was opened on 15/03/2016 at 09:41 with a medium impact and urgency, resulting in a moderate priority. The incident met SLA requirements and was resolved before being closed on 24/03/2016 at 19:01. Knowledge articles were not created for this case."
INC0021386,Active,False,Sapphire,Glaucus,Singapore,"Incident INC0021386, categorized with medium impact and urgency and moderate priority, was opened on 20/04/2016 in Singapore involving the Sapphire vendor's Glaucus product. The incident met its SLA, was resolved by 27/04/2016, and closed on 02/05/2016. The incident remains active and no knowledge article has been created."
INC0010394,Active,False,Emerald,Turtle,Portugal,"Incident INC0010394, related to the product Turtle from vendor Emerald in Portugal, was opened on 23/03/2016 due to a medium impact and urgency issue, classified with moderate priority. The incident remained active, met the SLA, and was resolved on 29/03/2016 and closed on 03/04/2016. No knowledge article was created for this incident."
INC0027628,Resolved,False,Sapphire,Peacock,Morocco,"Incident INC0027628, related to the Sapphire Peacock product in Morocco, was a medium-impact and medium-urgency issue with moderate priority. It was opened on 9/5/2016 and resolved by 17/5/2016, meeting the SLA. The incident was subsequently closed on 22/5/2016."
INC0016662,Closed,False,Ruby,Shrimp,Egypt,"Incident INC0016662, related to the Ruby vendor's Shrimp product in Egypt, was opened on 7/4/2016 at 16:09 with a medium impact and urgency, and moderate priority. The incident was resolved the same day at 16:59 and closed on 12/4/2016 at 17:59. It met the SLA and is now closed, with no knowledge article created."
INC0003201,New,True,Ruby,LadyBug,Sweden,"Incident INC0003201 involving the LadyBug product by vendor Ruby was opened on 7/3/2016 with low impact, urgency, and priority. The issue, originating in Sweden, met the SLA and was resolved by 16/3/2016 and subsequently closed on 24/3/2016. The incident is currently in a new state and has associated knowledge documentation."
INC0007201,New,False,Emerald,Frog,Portugal,"Incident INC0007201, related to the Emerald vendor's Frog product in Portugal, was opened on 15/3/2016 with a medium impact and urgency, and moderate priority. The incident was resolved by 16/3/2016 and closed on 24/3/2016, meeting the SLA requirements. The knowledge base was not updated. The current state is New."
INC0003360,New,True,Sapphire,Peacock,Morocco,"Incident INC0003360, related to the Sapphire Peacock product in Morocco, was opened on July 3, 2016. It had a medium impact and urgency, resulting in a moderate priority. The incident was addressed within SLA, resolved on August 3, 2016, and closed on March 24, 2016."
INC0024682,Resolved,False,Ruby,Ant,Denmark,"Incident INC0024682, related to the Ant product by vendor Ruby in Denmark, was opened on 2 May 2016 at 08:53 with a medium impact and urgency, and moderate priority. The incident was resolved on 3 May 2016 at 11:33, meeting the SLA, and was closed on 8 May 2016 at 12:07. The incident state is resolved, and no knowledge article was created."
INC0024735,Active,False,Ruby,Shrimp,Peru,"Incident INC0024735, related to the Ruby vendor's Shrimp product in Peru, was opened on 2/5/2016 at 09:30 with a medium impact and urgency, resulting in a moderate priority. The incident was active and met its SLA, resolved on 3/5/2016 at 11:30, and closed on 8/5/2016 at 12:07. No knowledge article was created."
INC0004233,Awaiting User Info,True,Sapphire,BlueJay,Pakistan,"Incident INC0004233, related to the Sapphire BlueJay product in Pakistan, was opened on 8 March 2016 with medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 11 March 2016, and closed on 24 March 2016. It is currently awaiting user information."
INC0010470,Awaiting User Info,False,Sapphire,Peacock,Chile,"Incident INC0010470, related to the Peacock product from vendor Sapphire in Chile, was opened on 23 March 2016 at 11:12 with a medium impact and urgency, resulting in a moderate priority. The incident, currently awaiting user information, met its SLA and was resolved and closed on 14 April 2016 at 14:28. No knowledge article was created for this incident."
INC0007417,Active,False,Emerald,Frog,United States,"Incident INC0007417, related to the Emerald vendor's Frog product in the United States, was opened on 15/03/2016 at 16:24 with a medium impact and urgency, and a moderate priority. The incident remained active and met the SLA, was resolved on 17/03/2016 at 17:01, and closed on 24/03/2016 at 19:01. No knowledge article was created."
INC0013489,Resolved,False,Ruby,LadyBug,Argentina,"Incident INC0013489, related to the Ruby LadyBug product in Argentina, was categorized as medium impact and urgency with moderate priority. The incident was opened on March 31, 2016, at 11:48, resolved on April 4, 2016, at 08:29, and closed on April 9, 2016, at 08:59. The resolution met the SLA requirements. No knowledge article was created."
INC0008850,New,False,Emerald,Boa,Thailand,"Incident INC0008850 was opened on 18/3/2016 with a medium impact and urgency, resulting in a moderate priority. The issue involved the product Boa from vendor Emerald in Thailand. The incident met its SLA, was resolved on 30/3/2016, and closed on 4/4/2016. The incident is currently in a new state and does not have associated knowledge documentation."
INC0027811,Active,False,Emerald,Turtle,Portugal,"Incident INC0027811 was opened on 10/5/2016 with medium impact and urgency, assigned a moderate priority. The incident, involving the Turtle product from vendor Emerald in Portugal, met its SLA. It was resolved on 19/5/2016 and closed on 24/5/2016. The incident is currently marked as active and no knowledge article was created."
INC0003069,New,True,Ruby,LadyBug,France,"Incident INC0003069 was opened on 7/3/2016 at 08:29 with a medium impact and urgency, resulting in moderate priority. The issue, related to the LadyBug product by vendor Ruby in France, met its SLA and was resolved quickly by 08:34 the same day. The incident was eventually closed on 24/3/2016 at 18:40. Knowledge documentation was available for this case."
INC0015191,Active,False,Emerald,Turtle,Bolivia,"Incident INC0015191, related to the Emerald vendor's Turtle product in Bolivia, was opened on 5/4/2016 and resolved by 7/4/2016, subsequently closed on 12/4/2016. The incident had a medium impact and urgency, with a moderate priority. The service level agreement (SLA) was met, and no knowledge article was created. The incident remains active."
INC0014219,Resolved,False,Ruby,Fox,United Kingdom,"Incident INC0014219, related to the Ruby vendor's Fox product in the United Kingdom, was classified with medium impact and urgency (priority 3 - moderate). The incident was opened on 1 April 2016 at 15:24, resolved on 6 April 2016 at 18:54, and closed on 11 April 2016 at 18:59. The resolution met the SLA requirements. No knowledge article was created."
INC0003201,Active,True,Sapphire,BlueTang,South Africa,"Incident INC0003201, involving the Sapphire BlueTang product in South Africa, was opened on July 3, 2016. It had a low impact, urgency, and priority level. The incident met the SLA and was resolved by March 16, 2016, then closed on March 24, 2016. The incident is currently marked as active with available knowledge resources."
INC0009496,Resolved,False,Ruby,Ant,Brazil,"Incident INC0009496, related to the Ant product by vendor Ruby in Brazil, was opened on 21/03/2016 at 13:37 with a medium impact and urgency, and moderate priority. The incident was resolved the same day at 15:36, meeting the SLA, and was subsequently closed on 26/03/2016. The incident state is resolved, and no knowledge article was created."
INC0014963,Closed,False,Sapphire,BlueJay,Egypt,"Incident INC0014963, involving the Sapphire BlueJay product in Egypt, was opened on 4/4/2016 at 14:36 and resolved the same day by 15:10. The incident had a medium impact and urgency, resulting in a moderate priority. The issue met the SLA and was officially closed on 9/4/2016. Knowledge documentation was not created."
INC0011229,Closed,False,Sapphire,BlueTang,Belgium,"Incident INC0011229, related to the Sapphire BlueTang product in Belgium, was opened on 24/3/2016 and closed on 2/4/2016. It had a medium impact and urgency, resulting in a moderate priority. The incident met its SLA and was resolved by 28/3/2016. The knowledge article was not created."
INC0002685,Active,True,Ruby,LadyBug,United States,"Incident INC0002685, related to the Ruby vendor's LadyBug product in the United States, was opened on April 3, 2016, and had a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on March 16, 2016, and closed on March 24, 2016. The incident is currently marked as active and includes knowledge documentation."
INC0019235,Awaiting User Info,False,Emerald,Frog,Nigeria,"Incident INC0019235, related to the Frog product by vendor Emerald in Nigeria, was opened on 14/04/2016 and had a medium impact and urgency, resulting in a moderate priority. The incident met its SLA and was resolved on 25/04/2016 but is currently awaiting user information as of the last update. The ticket was closed on 30/04/2016. No knowledge article was created."
INC0001987,Active,True,Emerald,Boa,Nigeria,"Incident INC0001987, related to the Boa product by vendor Emerald in Nigeria, was opened on March 3, 2016. It had a low impact and priority, with medium urgency. The incident was active but resolved by March 8, 2016, and closed on March 24, 2016. The service level agreement (SLA) was met, and relevant knowledge documentation was available."
INC0010655,Closed,False,Ruby,Fox,Egypt,"Incident INC0010655, related to the Ruby vendor's Fox product in Egypt, was opened on 23/3/2016 and closed on 2/4/2016. The incident had a medium impact and urgency, with a moderate priority. It did not meet the SLA and was resolved on 28/3/2016. The incident is now closed and no knowledge article was created."
INC0004387,Active,True,Emerald,Boa,Greece,"Incident INC0004387, related to the product Boa from vendor Emerald in Greece, was opened on August 3, 2016, with a medium impact and urgency, resulting in a moderate priority. The incident was active and met the SLA requirements. It was resolved on August 22, 2016, and closed on August 27, 2016. Relevant knowledge was documented during the process."
INC0013355,Resolved,False,Sapphire,Glaucus,Colombia,"Incident INC0013355, related to the Glaucus product from vendor Sapphire in Colombia, was opened on 31/03/2016 at 08:53 with a medium impact and urgency, and a moderate priority. The incident was resolved within the SLA and ultimately closed on 05/04/2016 at 09:59. The knowledge article was not created."
INC0018805,New,False,Sapphire,BlueTang,Norway,"Incident INC0018805, related to the BlueTang product from vendor Sapphire in Norway, was opened on 13/4/2016 with medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 14/4/2016, and closed on 19/4/2016. The current state is New, and no knowledge base article was created."
INC0012852,Resolved,False,Sapphire,BlueJay,Egypt,"Incident INC0012852, related to the BlueJay product by vendor Sapphire in Egypt, was opened on 30/03/2016 at 08:55 with a medium impact and urgency, resulting in a moderate priority classification. The incident was resolved promptly by 09:07 the same day, meeting the SLA, and was subsequently closed on 04/04/2016. The incident is now marked as resolved with no associated knowledge article."
INC0001014,Awaiting User Info,True,Ruby,LadyBug,Peru,"Incident INC0001014, related to the Ruby vendor's LadyBug product in Peru, was opened on 2nd March 2016 with medium impact and urgency, resulting in a moderate priority. The incident met its SLA and included relevant knowledge documentation. It was resolved on 12th April 2016 and closed on 17th April 2016. The current state is ""Awaiting User Info."""
INC0001169,Active,True,Emerald,Boa,United States,"Incident INC0001169, related to the product Boa from vendor Emerald in the United States, was opened on 2/3/2016 at 11:14 with medium impact and urgency, and a moderate priority. The incident remained active but met the SLA, was resolved on 4/3/2016 at 11:44, and closed on 9/3/2016 at 12:00. Knowledge resources were utilized during the resolution."
INC0008061,Active,False,Ruby,LadyBug,United Arab Emirates,"Incident INC0008061, related to the Ruby vendor's LadyBug product in the United Arab Emirates, was opened on 17 March 2016 at 07:58 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved the same day at 10:41, and subsequently closed on 24 March 2016. The incident is currently marked as active, and no knowledge article was created."
INC0010319,Active,False,Emerald,Croc,Netherlands,"Incident INC0010319, related to the Emerald vendor's Croc product in the Netherlands, was opened on 23/3/2016 at 08:52 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 24/3/2016 at 08:25, and closed on 29/3/2016 at 08:59. The incident is currently marked as active and does not have associated knowledge documentation."
INC0000818,Active,True,Ruby,Shrimp,New Zealand,"Incident INC0000818, related to the Ruby vendor's Shrimp product in New Zealand, was opened on March 1, 2016, with medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved by March 3, 2016, and closed on March 8, 2016. The incident remains active and has associated knowledge documentation."
INC0000981,Resolved,True,Ruby,Ant,Indonesia,"Incident INC0000981, related to the Ruby vendor's Ant product in Indonesia, was opened on 2nd March 2016 and resolved by 16th March 2016. The incident had a medium impact and urgency, with a moderate priority. The issue was addressed within the SLA, and the ticket was closed on 24th March 2016. Knowledge documentation was created for this incident."
INC0012152,Awaiting User Info,False,Ruby,LadyBug,Turkey,"Incident INC0012152, related to the Ruby vendor's LadyBug product in Turkey, was opened on 28/3/2016 and had a medium impact and urgency, with a moderate priority. The incident met its SLA, was marked as awaiting user information, and was resolved on 4/4/2016 before being closed on 9/4/2016. No knowledge article was created."
INC0012207,New,False,Emerald,Turtle,Vietnam,"Incident INC0012207, related to the vendor Emerald's product Turtle in Vietnam, was opened on 28/3/2016 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved by 6/4/2016 and closed on 11/4/2016. The SLA was met, and no knowledge article was created. The current incident state is New."
INC0026497,Active,False,Sapphire,Peacock,Chile,"Incident INC0026497, related to the Peacock product by vendor Sapphire in Chile, was opened on 5 May 2016 and resolved by 9 May 2016, then closed on 14 May 2016. It had medium impact and urgency, resulting in a moderate priority. The incident met SLA requirements but does not have associated knowledge documentation. The current state is Active."
INC0016256,Closed,False,Ruby,Ant,Philippines,"Incident INC0016256, related to the Ant product by vendor Ruby in the Philippines, was opened on 6/4/2016 at 19:08 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved quickly by 19:18 the same day and ultimately closed on 11/4/2016 at 19:59. The service level agreement (SLA) was met, and no knowledge article was created. The incident is now closed."
INC0005307,Active,True,Emerald,Frog,Switzerland,"Incident INC0005307, related to the Emerald Frog product in Switzerland, was opened on 10/3/2016 and had a medium impact and urgency with moderate priority. The incident met the SLA, was resolved on 28/3/2016, and closed on 2/4/2016. The incident is currently marked as active and has associated knowledge documentation."
INC0015961,Resolved,False,Sapphire,Glaucus,Hungary,"Incident INC0015961, related to the Sapphire Glaucus product in Hungary, was opened on 6 April 2016 and resolved by 11 April 2016, meeting the SLA. The incident had medium impact and urgency, with a moderate priority. It was ultimately closed on 16 April 2016. Knowledge documentation was not created."
INC0027095,New,False,Emerald,Turtle,Germany,"Incident INC0027095 was opened on July 5, 2016, with a medium impact and urgency, resulting in a moderate priority. The issue involved the Turtle product from vendor Emerald in Germany. The incident was resolved on May 24, 2016, and closed on May 29, 2016, successfully meeting the SLA."
INC0019586,New,False,Ruby,Shrimp,Czech Republic,"Incident INC0019586 was opened on 15/4/2016 at 10:43 with a medium impact and urgency, resulting in a moderate priority. The issue involved the Shrimp product from vendor Ruby in the Czech Republic. The incident met its SLA, was resolved on the same day at 11:28, and subsequently closed on 20/4/2016 at 12:07. The incident is currently in a new state and does not have associated knowledge documentation."
INC0008030,New,False,Emerald,Turtle,Israel,"Incident INC0008030, related to the Emerald Turtle product in Israel, was opened on 17/03/2016 and had a medium impact and urgency with moderate priority. The incident was resolved by 18/03/2016 and closed on 24/03/2016. Service level agreements were met, and no knowledge article was created. The current state is New."
INC0002705,New,True,Emerald,Croc,Saudi Arabia,"Incident INC0002705 was opened on 4th March 2016 with medium impact and urgency, and moderate priority. The incident involved the Croc product from vendor Emerald in Saudi Arabia. It met the SLA, was resolved on 7th March 2016, and closed on 24th March 2016. Knowledge resources were available for this incident."
INC0007193,New,False,Sapphire,BlueTang,Austria,"Incident INC0007193, related to the BlueTang product by vendor Sapphire in Austria, was opened on 15/3/2016 and had a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 29/3/2016, and closed on 3/4/2016. The incident is currently in a new state and has no associated knowledge article."
INC0009869,Active,False,Emerald,Frog,Germany,"Incident INC0009869, related to the product Frog from vendor Emerald in Germany, was opened on 22 March 2016 and closed on 6 April 2016. It had a medium impact and urgency, resulting in a moderate priority. The incident met its SLA but was not marked as knowledge-based. The incident was resolved on 1 April 2016."
INC0023258,Closed,False,Sapphire,BlueJay,Mexico,"Incident INC0023258, related to the BlueJay product by vendor Sapphire in Mexico, was opened on 27/4/2016 and closed on 11/5/2016. It had a medium impact and urgency, with a moderate priority. The incident did not meet the SLA and was resolved on 6/5/2016. The incident is now closed."
INC0025693,Active,False,Emerald,Frog,Denmark,"Incident INC0025693, related to the Frog product by vendor Emerald in Denmark, was a critical priority case with high impact and urgency. It was opened on 4/5/2016 at 08:57 and resolved by 6/5/2016 at 10:35, then closed on 11/5/2016 at 11:07. The incident met its SLA but knowledge documentation was not created. The current state is active."
INC0013151,Active,False,Ruby,LadyBug,Poland,"Incident INC0013151, related to the Ruby vendor's LadyBug product in Poland, is currently active with medium impact and urgency, and moderate priority. The incident was opened on 30/03/2016 at 15:28, met the SLA, and was resolved on 17/10/2016 at 12:48, before being closed on 22/10/2016 at 13:00. No knowledge article is associated."
INC0007798,Resolved,False,Emerald,Boa,Peru,"Incident INC0007798, related to the Emerald vendor's Boa product in Peru, was opened on 16 March 2016 and resolved on 19 April 2016, with closure on 24 April 2016. It had a medium impact and urgency, resulting in a moderate priority. The incident met the SLA and is now resolved."
INC0009894,Closed,False,Sapphire,BlueTang,United States,"Incident INC0009894, involving the Sapphire BlueTang product in the United States, was opened on March 22, 2016, and closed on April 11, 2016. It had a medium impact and urgency with a moderate priority. The incident did not meet the SLA and was resolved shortly before closure. The incident is now closed."
